conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13f7cd7c-6ec5-4186-8744-de3c780b973d,asesorar sobre paisajismo,released,skill/competence,occupation-specific,hacer sugerencias sobre paisajismo | dar consejos sobre paisajismo | dar recomendaciones sobre paisajismo,"Asesorar en materia de planificación, desarrollo y cuidado de paisajes tanto nuevos como ya existentes.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/6ebb869b-3931-4c7f-b168-07e2a271b1bc,asesorar sobre cuestiones ambientales | dirigir proyectos complejos de paisajismo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/145fb42f-ebee-48e2-bdf8-2e935edc7158,desinfectar superficies,released,skill/competence,cross-sector,limpiar superficies | aplicar procedimientos de limpieza de superficies | utilizar desinfectantes para la limpieza de superficies,"Aplicar los procedimientos de limpieza correctos, teniendo en cuenta la manipulación segura de los desinfectantes, para eliminar contaminantes y riesgos bacterianos, procedentes de distintas superficies, como los exteriores de edificios, vehículos y carreteras.",http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433,limpiar
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,impacto del cambio climático,released,knowledge,cross-sector,consecuencias del cambio climático | efectos del cambio climático,"La comprensión de las repercusiones del cambio climático en la biodiversidad y en las condiciones de vida de las plantas y los animales.
    ",http://data.europa.eu/esco/isced-f/0532,ciencias de la tierra
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,potencial de ahorro de energía de los sistemas de cambio automático,released,knowledge,occupation-specific,,"Potencial para ahorrar energía en sistemas de cambio automático a través de mecanismos como una mayor eficiencia y una mejor anticipación de los acontecimientos.
   ",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,eficiencia energética | electricidad y energía
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8,diseñar un sistema de refrigeración solar por absorción,released,skill/competence,sector-specific,,"Diseñar un sistema de refrigeración por absorción con regeneración solar a través de colectores de calor tubulares. Calcular la demanda de refrigeración exacta del edificio para seleccionar la capacidad adecuada (kW). Realizar un diseño detallado de la instalación, el principio y la estrategia de automatización, utilizando los productos y conceptos disponibles, y seleccionar productos a medida.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,diseñar sistemas o equipos eléctricos o electrónicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17447ce4-4c4a-4158-b1ea-03ed5364b4e8,gestionar planes para el almacenamiento de subproductos orgánicos,released,skill/competence,occupation-specific,implementar planes de almacenamiento de subproductos orgánicos | aplicar planes de almacenamiento de subproductos orgánicos | supervisar la implementación de planes de almacenamiento de subproductos orgánicos,Aplicar métodos y procedimientos para el almacenamiento de subproductos orgánicos en consonancia con la legislación vigente y con las políticas de salud y seguridad. Supervisar la ejecución de los planes y reaccione ante los posibles problemas.,http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422 | http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59,gestionar las operaciones de almacenamiento | planificar operaciones y procesos de producción
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,agricultura ecológica,released,knowledge,sector-specific,principios de la agricultura biológica | principios de la agricultura ecológica | agricultura biológica | principios de la agricultura orgánica | agricultura orgánica,"Principios, técnicas y reglamentaciones de la agricultura ecológica. La agricultura orgánica o la agricultura ecológica es un método de producción agrícola que hace especial hincapié en la protección del medio ambiente y el equilibrio ecológico.",http://data.europa.eu/esco/isced-f/0811,producción agrícola y ganadera
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189777b9-6e95-4f76-b8db-f8e0f0477bc6,desarrollar estrategias de riego,released,skill/competence,sector-specific,crear estrategias de riego | diseñar estrategias de riego | elaborar estrategias de riego,"Planificar el despliegue de métodos y procedimientos para regar los terrenos por medios artificiales, teniendo en cuenta estrategias para la sostenibilidad del aprovechamiento del agua.
 ",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,elaborar políticas y legislación | elaborar estrategias para resolver problemas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d3f89a-6ac5-4ca6-bf93-0baec4e13bcd,instalar sistemas fotovoltaicos,released,skill/competence,occupation-specific,instalar energía solar fotovoltaica | instalar equipo solar | instalar equipos solares | montar sistemas de energía fotovoltaica | instalar equipos fotovoltaicos | instalar sistemas de energía solar | instalar granja solar,Instalar sistemas que generen energía eléctrica mediante la conversión de la luz en corrientes eléctricas: el efecto fotovoltaico. Garantizar el cumplimiento de la normativa y la correcta instalación del sistema fotovoltaico.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"instalar y reparar aparatos eléctricos, electrónicos y de precisión"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192e12e7-6bf0-42e6-bfc3-70c08551f12a,evaluar los planes medioambientales cotejándolos con los costes financieros,released,skill/competence,cross-sector,calcular los costes financieros de planificación ambiental | estimar los costes financieros de planificación medioambiental | evaluar los costes financieros de planes ambientales | analizar los costes financieros de planes de protección del medio ambiente,Evaluar los planes medioambientales en términos financieros para equilibrar los gastos necesarios requeridos para introducir mejoras medioambientales. Evaluar el beneficio económico que tales inversiones aportarán a largo plazo a la empresa.,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"desarrollar planes financieros, empresariales o de comercialización"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192f3ca9-2232-40d0-b241-387966ce2de8,legislación en materia de transporte de residuos,released,knowledge,cross-sector,,"Normativa y legislación en materia de transporte seguro de residuos, productos y aparatos de desecho peligrosos y no peligrosos.",http://data.europa.eu/esco/isced-f/0421,derecho
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a09db78-cbcf-428a-a23c-5c3f3951cc4c,supervisar puntos verdes,released,skill/competence,sector-specific,,"Supervisar los emplazamientos e instalaciones que contienen puntos de reciclado y en los que las personas pueden eliminar sus residuos domésticos, con el fin de garantizar la seguridad, el cumplimiento de la legislación y el uso por parte del público de las instalaciones de conformidad con la normativa reguladora en materia de residuos.
	",http://data.europa.eu/esco/skill/67117c88-c855-4fab-98c5-e322e838969f | http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,organizar servicios e instalaciones para visitantes | hacer seguimiento de seguridad y protección
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a6c7e0d-fc13-41d7-a5c0-8ca00606de89,promover el uso de energía sostenible,released,skill/competence,sector-specific,impulsar la utilización de energía sostenible | fomentar el recurso a energías sostenibles | promocionar el uso de energías sostenibles,"Promover el uso de fuentes de energía renovables y de generación de calor para organizaciones e individuos, con el fin de trabajar en pro de un futuro sostenible y fomentar las ventas de equipos de energías renovables, como los equipos de energía solar.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"fomentar la sostenibilidad | promocionar productos, servicios o programas"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b,gestionar los ensayos de calidad del agua,released,skill/competence,cross-sector,controlar la realización de pruebas de calidad del agua | supervisar la realización de pruebas de calidad de aguas subterráneas | dirigir pruebas de calidad del agua,"Indicar los procedimientos en torno a las pruebas y el análisis de calidad del agua y los procesos de purificación posteriores mediante la gestión de las operaciones desde la recogida de muestras hasta los ensayos de laboratorio, la gestión del personal y garantizando el cumplimiento de la legislación.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,liderar a otras personas | controlar la calidad de los productos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ab1449d-5b65-458b-b115-f5283a52da8e,asesorar sobre consumo de servicios públicos,released,skill/competence,sector-specific,facilitar información sobre consumo de servicios públicos | aconsejar sobre consumo de servicios públicos,"Asesorar a las personas u organizaciones sobre los métodos para reducir su consumo de servicios públicos, como la calefacción, el agua, el gas y la electricidad, para que puedan ahorrar dinero e incorporar prácticas sostenibles.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,asesorar a otras personas | asesorar sobre cuestiones ambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b6197c8-a08b-412b-8be0-ed6de108b17e,desarrollar mejoras en los sistemas eléctricos,released,skill/competence,occupation-specific,implementar mejoras en sistemas eléctricos | proyectar mejoras en sistemas eléctricos,"Diseñar, proponer e implementar modificaciones para mejorar los sistemas eléctricos; céntrese en la sostenibilidad, la calidad y la seguridad.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,diseñar sistemas o equipos eléctricos o electrónicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b644187-7c16-4685-bc80-fe1279492dea,coordinar la gestión de lodos de aguas residuales,released,skill/competence,sector-specific,administrar el tratamiento de fangos de clarificación | controlar la gestión de lodos de aguas residuales | supervisar la gestión de lodos de depuración,"Coordinar el tratamiento y la eliminación de los residuos semisólidos resultantes del tratamiento de las aguas residuales, como la obtención de energía a través de la fermentación, el secado y la reutilización como fertilizante.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,liderar a otras personas | eliminar residuos o escombros no peligrosos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b718a43-4295-44cc-9530-78323bbeb663,fermentación a escala de laboratorio,released,knowledge,occupation-specific,,"Los pasos y requisitos incluidos en la fermentación a escala de laboratorio para la conversión de la biomasa en productos químicos, azúcares o combustibles.",http://data.europa.eu/esco/isced-f/0711,ingeniería y procesos químicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b73b2a7-aefc-49ef-8b30-b90ca7429984,asesorar a los clientes sobre materiales de construcción,released,skill/competence,sector-specific,orientar a los clientes sobre materiales de construcción | aconsejar a los clientes sobre materiales de construcción,"Brindar a los clientes consejos detallados sobre diversos materiales de construcción; recomendar un desarrollo sostenible y promover el uso de materiales verdes como la madera, la paja y el bambú; promover el reciclaje y el uso de materiales renovables o no tóxicos.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/3b64ab47-a874-403a-b781-7b23c2fc3c6c | http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,asesorar a otras personas | asesorar sobre productos y servicios | asesorar sobre temas de construcción | asesorar sobre materiales de construcción
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b94ad6c-c54d-4bdd-858d-81ebef51c5a4,materiales y componentes de calzado sostenibles,released,knowledge,sector-specific,,"Materiales y componentes inocuos para el medio ambiente, como el cuero, los materiales textiles y sintéticos, los materiales para suelas y entresuelas, los componentes diversos y los accesorios.
	",http://data.europa.eu/esco/isced-f/0723,"productos textiles (ropa, calzado y artículos de cuero)"
